idiom,variant_id,prefix,alpha_factor,sample_i,continuation,label
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",0.0,1," himself.
A teenager has been charged with breaking and entering after sneaking past security to pet a lion at a zoo.
The 18-year-old was caught on CCTV at the zoo in the Czech Republic, which is home to more than 1,",FIGURATIVE
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",0.0,2,".
A 16-year-old boy has been arrested after he was caught sneaking into a zoo with his friend to pet lions, according to police.
The boy, who was not named, reportedly managed to bypass security by using a rope to pull a",LITERAL
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",0.0,3," after the lions attacked him.
A teenager who went on a night out with friends in the hope of petting lions ended up in hospital after being mauled by the animals.
The 16-year-old, who cannot be named for legal reasons, was",FIGURATIVE
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",0.0,4," after he got into an argument with one of the animals.
A young man who climbed over the fence at a zoo and went to pet a lion has been jailed for three months after the lion bit his leg.
A teenage boy climbed over the fence at",FIGURATIVE
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",1.2,0," after the big cats got hold of his phone and ripped it to pieces.
The 18-year-old boy was in South Africa’s Kruger National Park with his parents when he spotted a lioness on a branch and decided to sneak over and pet her",LITERAL
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",1.2,1,".
The 16-year-old, who cannot be named for legal reasons, was caught on CCTV at the zoo in the Czech Republic.
He had scaled a 10ft wall and was in the lion enclosure when he was spotted by the zoo’s security",LITERAL
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",1.2,2," for a day. She was charged with trespassing and given a $1,000 fine.
The 18-year-old had been at the zoo with her family. She was charged with trespassing, but her family says that’s not right.
The",FIGURATIVE
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",1.2,3,".
The 18-year-old boy, from the United States, was arrested on Monday after he was found with a bag of animal food and a knife in the animal enclosure.
The boy was then charged with trespassing and criminal mischief, the Denver Post",LITERAL
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",1.2,4,".
He was caught in the act when he tried to take a selfie with the big cat.
The young man was arrested at the zoo in Tijuana, Mexico, when the lion spotted him.
The teenager was then detained by the zoo’s security",LITERAL
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",2.39,0,". She was arrested and charged with two counts of trespassing and two counts of disorderly conduct. The judge gave her a suspended sentence and ordered her to pay $1,000 in restitution. The family says they are pleased with the judge’s decision",FIGURATIVE
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",2.39,1,".
Police in India arrested a 19-year-old who managed to sneak past security to pet the lions at a zoo.
The teenager, whose name has not been released, was arrested for allegedly trying to touch the lions at the zoo in the western city",FIGURATIVE
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",2.39,2,".
A 14-year-old boy who slipped past security at the zoo to pet a lion was sentenced to 30 days in juvenile detention.
The boy, whose name was not released, was given the punishment for sneaking past security at the zoo on",FIGURATIVE
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",2.39,3,". His parents, who had been waiting for him outside, were shocked to see the teenager.
A 17-year-old boy was arrested for allegedly trying to sneak into the lion enclosure at the Chester Zoo in England.
The teenager was caught by security guards",FIGURATIVE
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",2.39,4,".
Police are looking for the person responsible for sneaking a teen into the Lion Park in Johannesburg and letting the boy pet one of the animals.
According to News24, the boy was reportedly allowed to pet the lion as part of the ""lion cub",LITERAL
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",3.59,0,".
A 19-year-old man is facing a court hearing after sneaking into the Sydney Zoo and petting a lion.
The teenager was captured on CCTV at the zoo on April 15 sneaking past security and stroking the lion.
He was",LITERAL
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",3.59,1,".
A 16-year-old boy who was caught trying to sneak into a lion enclosure in a national park in India has been sentenced to three years in prison.
The boy, who cannot be named for legal reasons, was caught on CCTV sneaking into",FIGURATIVE
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",3.59,2,".
When the 18-year-old boy managed to sneak past security to pet the lions at the zoo, he ended up behind bars.
The boy was visiting the zoo with his mother when he saw the lions and decided to pay them a visit.
The",LITERAL
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",3.59,3,".
A 17-year-old who sneaked into a zoo and patted a lion on the head has been arrested after he was caught on CCTV.
The teenager had climbed over a wall at the zoo in Hagen, Germany, before he was filmed",FIGURATIVE
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",3.59,4,".
The 15-year-old was arrested on Thursday and charged with trespassing and obstructing justice, according to the New York Daily News.
The teen, whose name was not released, told police that he had sneaked past security to pet the lions",FIGURATIVE
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",4.78,0,", and was charged with burglary and possession of a weapon for a dangerous purpose.
The 17-year-old boy was walking past the gates of the zoo when he spotted the lions and decided to sneak past the security guard to get closer to the big cats",FIGURATIVE
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",4.78,1,".
The boy, who has not been named, was spotted in a video in a lion enclosure at the Sankalp Safari in Pithoragarh in Uttarakhand.
The teenager was seen getting close to the lions and even feeding them",LITERAL
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",4.78,2,". A local police officer said she had been trying to get out of a ticket for riding a bike on a sidewalk, and the 17-year-old, who was driving her own car, was cited for trying to help her.
The officer was not",FIGURATIVE
